标准商品ID,标准商品,成本价,最低限价,平台,货源商品,货源商,对接码,库存,公开价,商品链接
openai-api-cdk,API / CDK / 额度,2,2.5,链动小铺,【代理拿货 1元/10$ 】【10 美金】 CC Codex API 中转 兑换码 卡密· 招代理· 赚外快,神秘海王星 AI 玩家,AIfafafa,94,2.5,https://pay.ldxp.cn/item/jcr9gj
openai-api-cdk,API / CDK / 额度,2,2,链动小铺,10刀额度,满血AI中转站,nassa,18,2,https://pay.ldxp.cn/item/gd5j0n
openai-api-cdk,API / CDK / 额度,2,,链动小铺,10刀codex卡密,骄阳号,kiak1r0k,1,3,https://pay.ldxp.cn/item/e9276x
openai-api-cdk,API / CDK / 额度,2,,链动小铺,Codex API 30刀不限时额度,全网最低价AI小铺,runcode_ai,41,2,https://pay.ldxp.cn/item/8fhrlm
openai-api-cdk,API / CDK / 额度,2,2,链动小铺,DeepSeek 12小时畅用卡｜支持 API 接入｜DeepSeek V4 Flash / Pro,满血AI中转站,nassa,4,2,https://pay.ldxp.cn/item/tjc5vt
openai-api-cdk,API / CDK / 额度,2.5,2.88,链动小铺,10刀通用额度,LToken AI 小铺,ltoken,35,2.88,https://pay.ldxp.cn/item/efxfgc
openai-api-cdk,API / CDK / 额度,2.5,,链动小铺,超低codex正统0.06倍官方api 25刀,GPT源头直出,335533,36,5.8,https://pay.ldxp.cn/item/d8r8os
openai-api-cdk,API / CDK / 额度,2.5,2.5,链动小铺,HCAI Api 10刀直充,HCAI,114cpf6f,255,2.5,https://pay.ldxp.cn/item/anjjk1
openai-api-cdk,API / CDK / 额度,2.55,,链动小铺,10刀不限时 PLUS/PRO号池,魔力门AI,j5jjtydo,100,3,https://pay.ldxp.cn/item/mle5ev
openai-api-cdk,API / CDK / 额度,3,,链动小铺,🔥ChatGPT Pro额度｜10美金｜GPT 5.6-sol｜ GPT image2,Pure Tokens 官方旗舰店,puretokens,92,3,https://pay.ldxp.cn/item/lh4j94
openai-api-cdk,API / CDK / 额度,3,,云猫寄售,🔥ChatGPT Pro额度｜10美金｜GPT 5.6-sol｜ GPT image2,Pure Tokens 官方旗舰店,puretokens,113,3,https://catfk.com/item/7tjklj
openai-api-cdk,API / CDK / 额度,3.5,,链动小铺,5额度测试卡【测试专拍】,零一扬 AI,01yapi,100,5,https://pay.ldxp.cn/item/ngd30t
openai-api-cdk,API / CDK / 额度,3.8,,链动小铺,codex api 10刀卡（无free号）,星枢 AI,ol7iivqn,63,3.8,https://pay.ldxp.cn/item/muax5s
openai-api-cdk,API / CDK / 额度,3.8,2.5,链动小铺,Image2.0生图(100张)【2天质保】【支持API调用跟网页使用】,MingのAI店铺,vy3rlz9w,66,4,https://pay.ldxp.cn/item/r3wm5m
openai-api-cdk,API / CDK / 额度,4,5,链动小铺,【不限时长余额】【5元】,GPT小站,lulucoding,65,5,https://pay.ldxp.cn/item/5bq0p7
openai-api-cdk,API / CDK / 额度,4,4,链动小铺,中转站余额充值：10刀【不限时间】,superauthority,yl9j2p78,20,4,https://pay.ldxp.cn/item/pxuirv
openai-api-cdk,API / CDK / 额度,4.5,4.5,链动小铺,低倍满血中转站5刀卡密 PLUS号池低至0.13倍率 pro低至0.25倍率,AI中转站,YUYUAPI,100,4.5,https://pay.ldxp.cn/item/ny8q39
openai-api-cdk,API / CDK / 额度,4.5,5,链动小铺,中转站额度——5刀,AI厂家2026,syzujmip,92,4.9,https://pay.ldxp.cn/item/tlfwrv
openai-api-cdk,API / CDK / 额度,4.5,4.5,链动小铺,APIOAI中转站余额5刀兑换码,APIOAI,api,31,4.75,https://pay.ldxp.cn/item/3tqq86
openai-api-cdk,API / CDK / 额度,4.75,,云猫寄售,5元余额,api.selliq-os.xyz-Ai聚合API,4q9squr3,10,5,https://catfk.com/item/f3jmhz
openai-api-cdk,API / CDK / 额度,4.8,,链动小铺,5元100张生图额度,杨洋的Ai小店一号,m5z49y1k,96,5,https://pay.ldxp.cn/item/mcpzj0
openai-api-cdk,API / CDK / 额度,4.8,,链动小铺,中转站5元额度,杨洋的Ai小店一号,m5z49y1k,91,5,https://pay.ldxp.cn/item/ml7vmp
openai-api-cdk,API / CDK / 额度,4.88,,云猫寄售,Codex中转余额 20刀,HLDragon,HLDragon,18,4.88,https://catfk.com/item/7wrlf9
openai-api-cdk,API / CDK / 额度,4.9,4.9,链动小铺,largechestnut-额度5,largechestnut.,hugf24wz,20,5,https://pay.ldxp.cn/item/wpbsax
openai-api-cdk,API / CDK / 额度,4.95,,链动小铺,【总共5刀】永久额度-可选号池-实惠稳定,AI-H5SKY,q3g0qafn,6,5,https://pay.ldxp.cn/item/iq8dw4
openai-api-cdk,API / CDK / 额度,5,5,链动小铺,测试额度｜¥5 = $5 额度 不支持退款,China-Nb,china-nb,94,5,https://pay.ldxp.cn/item/8p7jgy
openai-api-cdk,API / CDK / 额度,5,5,链动小铺,CODEX API CDK 5刀,小满 AI 小铺,xiaoman13,7,5,https://pay.ldxp.cn/item/u6u1p3
openai-api-cdk,API / CDK / 额度,5,5,链动小铺,sub2api 中转 5刀 兑换券 主营pro号池,CHAT GPT | TG | APPLE,vip,8,5,https://pay.ldxp.cn/item/f0afpl
openai-api-cdk,API / CDK / 额度,5,5,云猫寄售,5额度卡,Xx-gpt-gemini,Xxgptplus,100,5,https://catfk.com/item/javabm
openai-api-cdk,API / CDK / 额度,5,5,云猫寄售,CODEX API CDK 5刀,小满 AI 小铺,xiaoman13,5,5,https://catfk.com/item/goods_2e3904ff394dcdf86cf228af
openai-api-cdk,API / CDK / 额度,5.1,,链动小铺,20刀不限时 PLUS/PRO号池,魔力门AI,j5jjtydo,100,6,https://pay.ldxp.cn/item/rork4t
openai-api-cdk,API / CDK / 额度,5.5,,链动小铺,号码租用平台5美金CDK,恶小梦,3hvsjwff,19,30,https://pay.ldxp.cn/item/8m5grv
openai-api-cdk,API / CDK / 额度,6,,链动小铺,号码租用平台1美金CDK,恶小梦,3hvsjwff,8,6.6,https://pay.ldxp.cn/item/xq1rvf
openai-api-cdk,API / CDK / 额度,6.5,,链动小铺,Codex API 100刀不限时额度,全网最低价AI小铺,runcode_ai,52,6.5,https://pay.ldxp.cn/item/1sjmyb
openai-api-cdk,API / CDK / 额度,6.5,4.5,链动小铺,Image2.0生图(200张)【2天质保】【支持API调用跟网页使用】,MingのAI店铺,vy3rlz9w,10,7,https://pay.ldxp.cn/item/witavm
openai-api-cdk,API / CDK / 额度,7,,链动小铺,10额度测试卡【测试专拍】,零一扬 AI,01yapi,100,10,https://pay.ldxp.cn/item/pzbdng
openai-api-cdk,API / CDK / 额度,7.68,,链动小铺,💌【黄金】小蓝 API 100刀额度 不限时,小蓝AI服务站旗舰店(全网最低),codex,88,8.88,https://pay.ldxp.cn/item/dkpvmn
openai-api-cdk,API / CDK / 额度,8,10,链动小铺,【不限时长余额】【10元】,GPT小站,lulucoding,62,10,https://pay.ldxp.cn/item/5uwvrp
openai-api-cdk,API / CDK / 额度,8,,链动小铺,100刀GPT额度兑换码,six小铺,six,171,15,https://pay.ldxp.cn/item/413fs8
openai-api-cdk,API / CDK / 额度,8,1,链动小铺,打卡额度（30点）,实习社 · 商店,shixis,25,9,https://pay.ldxp.cn/item/3pj7fw
openai-api-cdk,API / CDK / 额度,8,10,链动小铺,gpt/codex中转站【20美刀额度】,大耳朵图图ai批发站（渠道直供商）,hututu,17,10,https://pay.ldxp.cn/item/1j6bpl
openai-api-cdk,API / CDK / 额度,8,,云猫寄售,Pavitrahearts 10R余额 0.035倍率中转,商家7560,alvkll53,7,10,https://catfk.com/item/9azhq5
openai-api-cdk,API / CDK / 额度,8.11,8.88,链动小铺,50刀通用额度,LToken AI 小铺,ltoken,90,8.88,https://pay.ldxp.cn/item/wrqx8d
openai-api-cdk,API / CDK / 额度,8.88,,云猫寄售,Codex中转余额 50刀,HLDragon,HLDragon,20,8.88,https://catfk.com/item/qff1h3
openai-api-cdk,API / CDK / 额度,9,9,链动小铺,💌AI入门💌FlowAPI 10 美金,FlowAPI 商店,flowapi,100,9.99,https://pay.ldxp.cn/item/p1tsif
openai-api-cdk,API / CDK / 额度,9,10,链动小铺,中转站 10刀额度,自行车 Ai 店铺,zxc,100,10,https://pay.ldxp.cn/item/1kbbbc
openai-api-cdk,API / CDK / 额度,9,7,链动小铺,api.aiutools.fun 站 10刀额度,小胡的第二大脑,xiaohu,10,10,https://pay.ldxp.cn/item/ta3h7h
openai-api-cdk,API / CDK / 额度,9,9,链动小铺,APIOAI中转站余额10刀兑换码,APIOAI,api,29,9.5,https://pay.ldxp.cn/item/wwn5p8
openai-api-cdk,API / CDK / 额度,9,7,链动小铺,claude 200刀兑换码Claude opus 4.6 4.7 4.8 满血版 200 刀 额度,claude 供应商,rf2fy613,225,10,https://pay.ldxp.cn/item/nufojo
openai-api-cdk,API / CDK / 额度,9.5,9.5,链动小铺,低倍满血中转站10刀卡密 PLUS号池低至0.13倍率 pro低至0.25倍率,AI中转站,YUYUAPI,100,10,https://pay.ldxp.cn/item/kiwldt
openai-api-cdk,API / CDK / 额度,9.5,10,链动小铺,低价AI中转站10刀通用额度,黑客AI,OK,75,10,https://pay.ldxp.cn/item/lm6gzf
openai-api-cdk,API / CDK / 额度,9.5,,链动小铺,codex 中转 api 100刀,left,codexnb,23,10,https://pay.ldxp.cn/item/xmartc
openai-api-cdk,API / CDK / 额度,9.5,,链动小铺,CODEX API 10刀不限时 非Free号池,灵渠AI,2x80x1vd,100,10,https://pay.ldxp.cn/item/u8a06w
openai-api-cdk,API / CDK / 额度,9.5,,云猫寄售,10元余额,api.selliq-os.xyz-Ai聚合API,4q9squr3,10,10,https://catfk.com/item/eavkta
openai-api-cdk,API / CDK / 额度,9.8,,链动小铺,中转站10元额度,杨洋的Ai小店一号,m5z49y1k,96,10,https://pay.ldxp.cn/item/h55vr3
openai-api-cdk,API / CDK / 额度,9.8,9.8,链动小铺,largechestnut-额度10,largechestnut.,hugf24wz,57,10,https://pay.ldxp.cn/item/mdsn4t
openai-api-cdk,API / CDK / 额度,9.9,,链动小铺,【总共10刀】永久额度-可选号池-实惠稳定,AI-H5SKY,q3g0qafn,4,10,https://pay.ldxp.cn/item/a0pg6f
openai-api-cdk,API / CDK / 额度,9.9,,链动小铺,ChatGPT API 中转 | 100刀,东极ChatGPT,x7fp4psr,55,10,https://pay.ldxp.cn/item/c3kg26
openai-api-cdk,API / CDK / 额度,9.99,9.99,链动小铺,10刀API额度(余额不过期),蓝鹰AI,7otv1svm,66,10,https://pay.ldxp.cn/item/32uie7
openai-api-cdk,API / CDK / 额度,9.99,9.99,链动小铺,50刀codex，一键接入本机codex桌面端,ai直通车,nzy666,22,9.99,https://pay.ldxp.cn/item/xtyy2t
openai-api-cdk,API / CDK / 额度,10,10,链动小铺,10刀 0.03xplus源头中转,启梦云 plus源头中转,4tt0otl1,166,10,https://pay.ldxp.cn/item/i750dt
openai-api-cdk,API / CDK / 额度,10,,链动小铺,10刀余额,SailCode商铺,eabe21i6,109,10,https://pay.ldxp.cn/item/wutleu
openai-api-cdk,API / CDK / 额度,10,,链动小铺,10刀余额兑换码(自助兑换),RouteCode中转,s17ak1ls,92,10,https://pay.ldxp.cn/item/bct4vi
openai-api-cdk,API / CDK / 额度,10,,链动小铺,10刀中转券，倍率低至 0.01,gpt claude 满血中转 (绝不掺水),3a12qr2f,93,10,https://pay.ldxp.cn/item/hkzahc
openai-api-cdk,API / CDK / 额度,10,,链动小铺,10额度,FluxCoding,ev9t8jru,96,10,https://pay.ldxp.cn/item/keytuq
openai-api-cdk,API / CDK / 额度,10,10,链动小铺,50刀额度,满血AI中转站,nassa,35,8,https://pay.ldxp.cn/item/kzbean
openai-api-cdk,API / CDK / 额度,10,10,链动小铺,中转额度-100刀-支持-5.6,源头AI充值【旗舰服务】,codexx,30,15,https://pay.ldxp.cn/item/ftyfwa
openai-api-cdk,API / CDK / 额度,10,,链动小铺,Code-Plan（内部站点）中转10刀额度,GPT-源头供货-招代理,k6u37bm4,30,10,https://pay.ldxp.cn/item/j9gfnc
openai-api-cdk,API / CDK / 额度,10,10,链动小铺,Codex/Claude 官方中转API 10美元0.1x倍率=100美元额度,52AI店铺,52AI,28,10,https://pay.ldxp.cn/item/exp6aq
openai-api-cdk,API / CDK / 额度,10,,链动小铺,GPT与Claude中转10刀,各类低价对接汇总,z631cy7y,8,10,https://pay.ldxp.cn/item/2ghl57
openai-api-cdk,API / CDK / 额度,10,,云猫寄售,10 额度,2Y API,713,22,10,https://catfk.com/item/yfpbcx
openai-api-cdk,API / CDK / 额度,10,10,云猫寄售,10额度卡,Xx-gpt-gemini,Xxgptplus,30,10,https://catfk.com/item/c7r81g
openai-api-cdk,API / CDK / 额度,10.6,,链动小铺,auto-code 周卡-每天30刀额度,Auto-Code,auto-code,200,10.9,https://pay.ldxp.cn/item/kbrycv
openai-api-cdk,API / CDK / 额度,11.9,,链动小铺,Codex API 30刀/天 周卡,全网最低价AI小铺,runcode_ai,97,11.9,https://pay.ldxp.cn/item/iexizh
openai-api-cdk,API / CDK / 额度,12,,链动小铺,【每日30刀】7天有效期-默认号池-实惠稳定,AI-H5SKY,q3g0qafn,10,12,https://pay.ldxp.cn/item/3h8jbw
openai-api-cdk,API / CDK / 额度,12.5,,链动小铺,HCAI Api 50刀直充,HCAI,114cpf6f,260,12.5,https://pay.ldxp.cn/item/5567e6
openai-api-cdk,API / CDK / 额度,12.75,,链动小铺,50刀不限时 PLUS/PRO号池,魔力门AI,j5jjtydo,100,15,https://pay.ldxp.cn/item/klwhag
openai-api-cdk,API / CDK / 额度,13.88,,链动小铺,💌【特惠周卡】小蓝 API 30刀额度/天,小蓝AI服务站旗舰店(全网最低),codex,36,15.88,https://pay.ldxp.cn/item/2jq8gi
openai-api-cdk,API / CDK / 额度,14,,链动小铺,20额度测试卡【测试专拍】,零一扬 AI,01yapi,100,20,https://pay.ldxp.cn/item/ug7lxr
openai-api-cdk,API / CDK / 额度,15,,链动小铺,20刀额度,Wellau微澳,wgc4nj6u,96,20,https://pay.ldxp.cn/item/otnwcp
openai-api-cdk,API / CDK / 额度,16,20,链动小铺,【不限时长余额】【20元】,GPT小站,lulucoding,57,20,https://pay.ldxp.cn/item/8zurdd
openai-api-cdk,API / CDK / 额度,16,16,链动小铺,100刀余额,满血AI中转站,nassa,10,16,https://pay.ldxp.cn/item/he54z8
openai-api-cdk,API / CDK / 额度,16,,链动小铺,Ai大模型API对接充值兑换码-100$,唐伯猫小铺,ntq68jfm,17,18,https://pay.ldxp.cn/item/d93kot
openai-api-cdk,API / CDK / 额度,16.11,16.66,链动小铺,100刀通用额度,LToken AI 小铺,ltoken,79,16.66,https://pay.ldxp.cn/item/az2wcw
openai-api-cdk,API / CDK / 额度,16.88,,云猫寄售,Codex中转余额 100刀,HLDragon,HLDragon,10,16.88,https://catfk.com/item/orzits
openai-api-cdk,API / CDK / 额度,17,14,链动小铺,Image2.0生图(500张)【2天质保】【支持API调用跟网页使用】,MingのAI店铺,vy3rlz9w,3,18,https://pay.ldxp.cn/item/svh9i3
openai-api-cdk,API / CDK / 额度,17.99,17.99,链动小铺,100刀codex，一键接入本机codex简单小白版,ai直通车,nzy666,27,18.99,https://pay.ldxp.cn/item/es1e0n
openai-api-cdk,API / CDK / 额度,18.8,,链动小铺,codex api 50刀卡（无free号）,星枢 AI,ol7iivqn,82,18.8,https://pay.ldxp.cn/item/wm97pm
openai-api-cdk,API / CDK / 额度,19,20,链动小铺,低价AI中转站20刀通用额度,黑客AI,OK,94,20,https://pay.ldxp.cn/item/hg8x4y
openai-api-cdk,API / CDK / 额度,19,,链动小铺,CODEX API 20刀不限时 非Free号池,灵渠AI,2x80x1vd,100,20,https://pay.ldxp.cn/item/sr2qde
openai-api-cdk,API / CDK / 额度,19,,链动小铺,Codex API 300刀不限时额度,全网最低价AI小铺,runcode_ai,61,19,https://pay.ldxp.cn/item/epggp7
openai-api-cdk,API / CDK / 额度,19,,云猫寄售,20元余额,api.selliq-os.xyz-Ai聚合API,4q9squr3,10,20,https://catfk.com/item/8jchez
openai-api-cdk,API / CDK / 额度,19.5,19.5,链动小铺,largechestnut-额度20,largechestnut.,hugf24wz,42,20,https://pay.ldxp.cn/item/m8p361
openai-api-cdk,API / CDK / 额度,19.8,,链动小铺,【总共20刀】永久额度-可选号池-实惠稳定,AI-H5SKY,q3g0qafn,7,20,https://pay.ldxp.cn/item/ow5g65
openai-api-cdk,API / CDK / 额度,19.8,,链动小铺,中转站20元额度,杨洋的Ai小店一号,m5z49y1k,96,20,https://pay.ldxp.cn/item/zbequd
openai-api-cdk,API / CDK / 额度,19.99,19.97,链动小铺,20刀API额度(余额不过期),蓝鹰AI,7otv1svm,26,20,https://pay.ldxp.cn/item/2enie0
openai-api-cdk,API / CDK / 额度,20,25,链动小铺,【代理拿货 10元/100$ 】【100 美金】 CC Codex API 中转 兑换码 卡密· 招代理· 赚外快,神秘海王星 AI 玩家,AIfafafa,83,25,https://pay.ldxp.cn/item/krko85
openai-api-cdk,API / CDK / 额度,20,15,链动小铺,100刀余额,HYY,w0zbwf4c,10,100,https://pay.ldxp.cn/item/un1nef
openai-api-cdk,API / CDK / 额度,20,15,链动小铺,10刀余额,HYY,w0zbwf4c,9,10,https://pay.ldxp.cn/item/cn4fvo
openai-api-cdk,API / CDK / 额度,20,,链动小铺,20刀余额,SailCode商铺,eabe21i6,70,20,https://pay.ldxp.cn/item/ig4mro
openai-api-cdk,API / CDK / 额度,20,15,链动小铺,50刀余额,HYY,w0zbwf4c,10,50,https://pay.ldxp.cn/item/vdopmo
openai-api-cdk,API / CDK / 额度,20,29.9,链动小铺,照样拍 StyleMe [Chrome插件] AI写真制作 提示词生成插件 自填写API版本,骑司AI商店,t3f9s1uu,164,29.9,https://pay.ldxp.cn/item/dnk34f
openai-api-cdk,API / CDK / 额度,20,20,链动小铺,中转站余额充值：50刀【不限时间】,superauthority,yl9j2p78,89,20,https://pay.ldxp.cn/item/6kviau
openai-api-cdk,API / CDK / 额度,20,16,链动小铺,Codex 50刀不限时,AI无穷大,y05q8hoi,18,20,https://pay.ldxp.cn/item/zpwf8s
openai-api-cdk,API / CDK / 额度,20,,链动小铺,GPT与Claude中转20刀,各类低价对接汇总,z631cy7y,9,20,https://pay.ldxp.cn/item/tw28ot
openai-api-cdk,API / CDK / 额度,20,20,云猫寄售,20额度卡,Xx-gpt-gemini,Xxgptplus,45,20,https://catfk.com/item/enuhwg
openai-api-cdk,API / CDK / 额度,22,,链动小铺,💌【钻石】小蓝 API 300刀额度 不限时,小蓝AI服务站旗舰店(全网最低),codex,106,25.88,https://pay.ldxp.cn/item/1kqxwc
openai-api-cdk,API / CDK / 额度,24,24,链动小铺,HCAI Api 100刀直充,HCAI,114cpf6f,142,24,https://pay.ldxp.cn/item/9y9fgl
openai-api-cdk,API / CDK / 额度,25,25,链动小铺,CODEX API CDK 25刀,小满 AI 小铺,xiaoman13,11,25,https://pay.ldxp.cn/item/sa9vae
openai-api-cdk,API / CDK / 额度,25,25,链动小铺,CODEX CLAUDE API 中转充值 30刀,元Ai,859yvdti,10,30,https://pay.ldxp.cn/item/lbcsk2
openai-api-cdk,API / CDK / 额度,25,25,云猫寄售,CODEX API CDK 25刀,小满 AI 小铺,xiaoman13,5,25,https://catfk.com/item/goods_ef67e237d4981f8d77c7602a
openai-api-cdk,API / CDK / 额度,25.5,,链动小铺,100刀不限时 PLUS/PRO号池,魔力门AI,j5jjtydo,99,30,https://pay.ldxp.cn/item/d3im02
openai-api-cdk,API / CDK / 额度,27,30,链动小铺,100刀-CodexPlus-30天有效期,大模型API服务商,jarodfund,2,30,https://pay.ldxp.cn/item/etqcca
openai-api-cdk,API / CDK / 额度,28,,链动小铺,【每日50刀】7天有效期-默认号池-实惠稳定,AI-H5SKY,q3g0qafn,10,28,https://pay.ldxp.cn/item/ikwm7q
openai-api-cdk,API / CDK / 额度,28.88,,云猫寄售,Codex中转余额 200刀,HLDragon,HLDragon,10,28.88,https://catfk.com/item/n8hybw
openai-api-cdk,API / CDK / 额度,29.3,,链动小铺,auto-code 500刀额度卡,Auto-Code,auto-code,253,29.9,https://pay.ldxp.cn/item/61aaqh
openai-api-cdk,API / CDK / 额度,29.5,29.5,链动小铺,低倍满血中转站30刀卡密 PLUS号池低至0.13倍率 pro低至0.25倍率,AI中转站,YUYUAPI,100,30,https://pay.ldxp.cn/item/bx10zu
openai-api-cdk,API / CDK / 额度,29.9,30,链动小铺,中转站30刀额度,天天AI优惠,findai8,99,30,https://pay.ldxp.cn/item/ex0vms
openai-api-cdk,API / CDK / 额度,29.99,29.97,链动小铺,30刀API额度(余额不过期),蓝鹰AI,7otv1svm,39,30,https://pay.ldxp.cn/item/r2ftt6
openai-api-cdk,API / CDK / 额度,30,32,链动小铺,200刀通用额度,LToken AI 小铺,ltoken,33,31.88,https://pay.ldxp.cn/item/hlbkdc
openai-api-cdk,API / CDK / 额度,30,,链动小铺,Ai大模型API对接充值兑换码-200$,唐伯猫小铺,ntq68jfm,18,38,https://pay.ldxp.cn/item/fons2c
openai-api-cdk,API / CDK / 额度,30,,链动小铺,Codex API 500刀不限时额度,全网最低价AI小铺,runcode_ai,25,30,https://pay.ldxp.cn/item/1z5kya
openai-api-cdk,API / CDK / 额度,33.88,,链动小铺,💌【特惠月卡】小蓝 API 30刀额度/天,小蓝AI服务站旗舰店(全网最低),codex,44,42.88,https://pay.ldxp.cn/item/h5ln4a
openai-api-cdk,API / CDK / 额度,34,26,链动小铺,Image2.0生图(1000张)【2天质保】【支持API调用跟网页使用】,MingのAI店铺,vy3rlz9w,8,35,https://pay.ldxp.cn/item/qxmbyt
openai-api-cdk,API / CDK / 额度,35,,链动小铺,50额度测试卡【测试专拍】,零一扬 AI,01yapi,99,50,https://pay.ldxp.cn/item/5081zn
openai-api-cdk,API / CDK / 额度,35,35,链动小铺,中转站余额充值：100刀【不限时间】,superauthority,yl9j2p78,24,35,https://pay.ldxp.cn/item/shztsv
openai-api-cdk,API / CDK / 额度,36.88,,链动小铺,💌【王者】小蓝 API 500刀额度 不限时,小蓝AI服务站旗舰店(全网最低),codex,55,42.88,https://pay.ldxp.cn/item/8bt31p
openai-api-cdk,API / CDK / 额度,37.5,,链动小铺,codex api 100刀卡（无free号）,星枢 AI,ol7iivqn,83,37.5,https://pay.ldxp.cn/item/vb4wkw
openai-api-cdk,API / CDK / 额度,37.88,,链动小铺,【特价加量款🎁】 Codex 官转平台-周卡·28元-200$额度（日限200，周限200，时效7天过期）,煎饼果子（86）,yuaotian86,52,28.86,https://pay.ldxp.cn/item/g9f2ou
openai-api-cdk,API / CDK / 额度,38,,链动小铺,200刀额度,大模型词元站,52gapswv,15,40,https://pay.ldxp.cn/item/kyivic
openai-api-cdk,API / CDK / 额度,38.88,,云猫寄售,Codex中转余额 300刀,HLDragon,HLDragon,10,38.88,https://catfk.com/item/quhwop
openai-api-cdk,API / CDK / 额度,39.9,50,链动小铺,codex代配置,,AI111,3,59.9,https://pay.ldxp.cn/item/yh9w61
openai-api-cdk,API / CDK / 额度,39.99,39.99,链动小铺,238刀token自由版本codex本机一键接入桌面桌面端,ai直通车,nzy666,38,39.99,https://pay.ldxp.cn/item/w6g6rg
openai-api-cdk,API / CDK / 额度,39.99,39.97,链动小铺,40刀API额度(余额不过期),蓝鹰AI,7otv1svm,59,40,https://pay.ldxp.cn/item/nibvcw
openai-api-cdk,API / CDK / 额度,40,50,链动小铺,【不限时长余额】【50元】,GPT小站,lulucoding,80,50,https://pay.ldxp.cn/item/acoviu
openai-api-cdk,API / CDK / 额度,40,40,链动小铺,额度补给｜¥50 = $50 额度,China-Nb,china-nb,21,50,https://pay.ldxp.cn/item/xb0r7a
openai-api-cdk,API / CDK / 额度,40,,链动小铺,gpt/codex中转站【100美刀额度】,大耳朵图图ai批发站（渠道直供商）,hututu,12,45,https://pay.ldxp.cn/item/kd8qdc
openai-api-cdk,API / CDK / 额度,42,,链动小铺,auto-code 月卡-每天30刀额度,Auto-Code,auto-code,88,42.9,https://pay.ldxp.cn/item/ata1le
openai-api-cdk,API / CDK / 额度,44.9,,链动小铺,Codex API 100刀/天 周卡,全网最低价AI小铺,runcode_ai,98,44.9,https://pay.ldxp.cn/item/oynx5d
openai-api-cdk,API / CDK / 额度,45,43,链动小铺,💌AI 精通💌FlowAPI 50美金,FlowAPI 商店,flowapi,10,49.9,https://pay.ldxp.cn/item/iwxdjj
openai-api-cdk,API / CDK / 额度,45,,链动小铺,50元中转站额度,ai工具箱,www.aiaiai001.com,99,50,https://pay.ldxp.cn/item/msqz1b
openai-api-cdk,API / CDK / 额度,45,45,链动小铺,APIOAI中转站余额50刀兑换码,APIOAI,api,18,47.5,https://pay.ldxp.cn/item/veznqr
openai-api-cdk,API / CDK / 额度,45,35,链动小铺,claude 1000刀兑换码Claude opus 4.6 4.7 4.8 满血版 1000 刀 额度,claude 供应商,rf2fy613,267,50,https://pay.ldxp.cn/item/nmm7hi
openai-api-cdk,API / CDK / 额度,45,,链动小铺,codex/ claude共用额度500美元新用户体验卡密【 自选倍率 按量计费 】支持龙虾 【API对接联系售后】,codex / claude中转 稳定运行中,xc0f7g8s,239,69,https://pay.ldxp.cn/item/q2d5jx
openai-api-cdk,API / CDK / 额度,45,,云猫寄售,Pavitrahearts 50R余额 0.035倍率中转,商家7560,alvkll53,10,50,https://catfk.com/item/ju82gn
openai-api-cdk,API / CDK / 额度,45,50,云猫寄售,XJB Cloud API 充值兑换码 ¥50｜自动发货,商家1231,eee51vrx,12,50,https://catfk.com/item/e50dc0
openai-api-cdk,API / CDK / 额度,47.5,50,链动小铺,低价AI中转站50刀通用额度,黑客AI,OK,100,50,https://pay.ldxp.cn/item/cbptu9
openai-api-cdk,API / CDK / 额度,47.5,,链动小铺,CODEX API 50刀不限时 非Free号池,灵渠AI,2x80x1vd,100,50,https://pay.ldxp.cn/item/y0b9ks
openai-api-cdk,API / CDK / 额度,47.5,47.5,链动小铺,HCAI Api 200刀直充,HCAI,114cpf6f,208,47.5,https://pay.ldxp.cn/item/8x1q2z
openai-api-cdk,API / CDK / 额度,47.5,,云猫寄售,50元余额,api.selliq-os.xyz-Ai聚合API,4q9squr3,10,50,https://catfk.com/item/8l55e8
openai-api-cdk,API / CDK / 额度,47.86,45.86,链动小铺,【86自营】Codex 官转平台-周卡·48元-200$额度（日限200，周限200，时效30天过期）,煎饼果子（86）,yuaotian86,18,48,https://pay.ldxp.cn/item/eyehua
openai-api-cdk,API / CDK / 额度,48,45,链动小铺,【总共50刀】永久额度-可选号池-实惠稳定,AI-H5SKY,q3g0qafn,10,50,https://pay.ldxp.cn/item/7hl04w
openai-api-cdk,API / CDK / 额度,48.88,,云猫寄售,Codex中转余额 500刀,HLDragon,HLDragon,10,48.88,https://catfk.com/item/hm7a64
openai-api-cdk,API / CDK / 额度,49,,链动小铺,ChatGPT API 中转 | 500刀,东极ChatGPT,x7fp4psr,30,50,https://pay.ldxp.cn/item/k80p1i
openai-api-cdk,API / CDK / 额度,49,49,链动小铺,largechestnut-额度50,largechestnut.,hugf24wz,43,50,https://pay.ldxp.cn/item/536z2u
openai-api-cdk,API / CDK / 额度,49.5,49.5,链动小铺,低倍满血中转站50刀卡密 PLUS号池低至0.13倍率 pro低至0.25倍率,AI中转站,YUYUAPI,100,50,https://pay.ldxp.cn/item/1j4s9s
openai-api-cdk,API / CDK / 额度,49.8,,链动小铺,中转站50元额度,杨洋的Ai小店一号,m5z49y1k,98,50,https://pay.ldxp.cn/item/yisqll
openai-api-cdk,API / CDK / 额度,49.99,49.97,链动小铺,50刀API额度(余额不过期),蓝鹰AI,7otv1svm,32,50,https://pay.ldxp.cn/item/p6me9c
